,asin,title,description,brand,date,price
2026,B01FTIDOUU,"Mastery Mart Office Chair, Heavy Duty Task Chair, Mesh Mid Back for Back Support for Office, Task, Desk, and Computer (with T-Armrests)","['<B>Not that often does an office chair come along that suits well in most modern offices\' atmosphere. While there are thousands of chairs to choose from Amazon,<BR>Mastery Mart\'s Office Chair stands with its quality and value out from among the rest brands.<BR><BR>More than just an idea of contemporary, Mastery Mart\'s Chair delivers a sturdy and simple message: ease of assemble and high quality. From the ergonomical<BR>back that keeps your posture to the thick-padded seat that shares and spreads the pressure from your thighs. This consistent idea has gone into every single<BR>piece of Mastery Mart\'s Office Chairs.<BR></b> <BR>- Comfortable, supportive, and breathable mesh fabric back. <br>- Simple pneumatic controls let you raise or lower your seat and rock back in your chair, or remain firmly sitting up straight. <br>- To raise the seat, lean forward to remove your weight from the chair, then pull up on the control handle. <br>- To lower the seat, stay seated and pull up on the control handle until youre where you want to be. <br>- You can also pull out on the control handle, which allows your chair to tilt back, or sit forward and push the control handle in to prevent it from tilting. <BR>- Built for up to 250 pounds at 5 to 10 hours of use and with a five-star steel base with heavy-duty carpet casters. <BR><BR><B>All Mastery Mart\'s Chairs have passed the test of BIFMA, which means the chairs are durable, heavy duty-certified, and worry-free. <BR><BR>""Modern Office Chair for Home and Office"" probably is the most accurate phrase to say about Mastery Mart\'s Office Chair.<BR><BR>Click the ""Add to Cart"" Button at the top of this page now for a better seating experience!</B>']",Mastery Mart,"January 4, 2017",
2027,B01FTQMF7U,"Mainstay Bl Vinyl and Mesh Task Chair, (Black)","['Mainstays Vinyl and Mesh Task Chair Padded seat and back for comfort: Durable metal base with 1-touch pneumatic height adjustment Easy rolling casters Covering material: vinyl and Mesh Seat Height: 16-3/4"" Seat Depth: 17-1/2""']",Mainstay,,
2028,B01FYK0EEW,"Monarch Specialties Mesh/Chrome High-Back Executive Office Chair, Black","['Elevate your office space with this modern ergonomically designed high-back executive office chair in a classic black finish. BIFMA certified for commercial or home office use, this on-trend designed chair is not only fashionable but supremely comfortable with a natural curved padded back, head rest, arm rests for added support along with a thick cushioned seat all upholstered in a durable and breathable black nylon mesh fabric. The convenient side lever allows you to easily adjust the seat height between 19.5""-23"" with a free/lock-in tilt back mechanism to recline for added comfort. The 5 nylon hooded castors on a sturdy chrome base give a smooth movement across the floor or low pile carpet. Easy to assemble, you deserve to be sitting comfortably and in style as you work hard to close those deals!.']",Monarch Specialties,"May 20, 2016",
2029,B01G2ELLGE,Essentials Swivel Mid Back Mesh Task Chair with Arms - Ergonomic Computer/Office Chair (ESS-3001),"['The Essentials by OFM seating collection is where quality meets value. The ESS-3001 task chair features a breathable mesh back and durable sandwich mesh seat. It offers simple and intuitive controls such as pneumatic seat height adjustment, 360 degree swivel, tilt tension and tilt lock for added customizability and comfort. This chair also includes sculpted arms which provide forearm support. The comfort, stylish look, and price point of this chair make it a perfect addition to the office, whether at work or at home. This chair meets or exceeds industry standards for safety and durability, and is backed by our Essentials by OFM limited warranty. Lift this lever to adjust the seat height. Release the lever to lock the seat height.']",OFM,"May 23, 2016",$7.81
2030,B01G2ELLGY,Essentials Swivel Armless Mid Back Mesh Task Chair - Ergonomic Computer/Office Chair (ESS-3000),"['The Essentials by OFM seating collection is where quality meets value. The ESS-3000 task chair features a breathable mesh back and durable sandwich mesh on the seat. It also offers simple and intuitive controls such as pneumatic seat height adjustment and 360 degree swivel for added customizability and comfort. The comfort, stylish look, and price point of this chair make it a perfect addition to the office, whether at work or at home. This chair meets or exceeds industry standards for safety and durability, and is backed by our Essentials by OFM 3 year limited warranty.']",OFM,"May 23, 2016",$8.43
2031,B01G2ELLHS,Essentials Swivel Armless Mid Back Mesh Task Chair - Ergonomic Computer/Office Chair (ESS-3020),"['The Essentials by OFM seating collection is where quality meets value. The ESS-3020 task chair features a generously scaled breathable mesh back and durable sandwich mesh seat. It offers simple and intuitive controls such as pneumatic seat height adjustment and 360 degree swivel for added customizability and comfort. The comfort, stylish look, and price point of this chair make it a perfect addition to the office, whether at work or at home. This chair meets or exceeds industry standards for safety and durability, and is backed by our Essentials by OFM limited warranty.']",OFM,"May 23, 2016",$7.81
2032,B01G2ELLMI,Essentials Customizable Ergonomic High-Back Mesh Task Chair with Arms and Lumbar Support - Ergonomic Computer/Office Chair,"['The Essentials by OFM seating collection is where quality meets value. The ESS-3050 task chair offers maximum comfort, support and functionality. Our product is engineered for performance, with features that include a breathable mesh back, durable and soft sandwich mesh, adjustable seat height, adaptable ratcheting back, and adjustable arms that conform to your body. The high-performance asynchronous control lets you fine-tune your posture to address any task in ergonomic comfort. The comfort, stylish look, and price point of this chair make it a perfect addition to the office, whether at work or at home. This chair meets or exceeds industry standards for safety and durability, and is backed by our Essentials by OFM limited warranty.']",OFM,"May 23, 2016",$12.66
2033,B01G49GY9G,"Furinno WA-7480P Hid Up Fabric High Back PU Leather Executive Chair, Black",['Recommended level of use:. Moderate (up to 8 hours). Net weight: 38.5 lbs. (17.5-KG). Weight capacity: 250 lbs. (114-KG). Warranty length: 1 year limited. Assembled dimensions:. Width: 26-IN (66 cm). Height: 40.9-44.7 in (104-113.5 cm). Depth: 27.6 in (69 cm).'],Furinno,"May 24, 2016",
2034,B01G6TDIM0,JinQi Racing Chair Ergonomic High-Back Gaming Desk Chair PU Leather Computer Swivel Office Chairs,"['<br> Overall Size: 24 inch(Wide) * 28 inch(Depth) * 42.5-46.5 inch(Height) <br /> <br> Detail Size: Seat Wide 18.75 inch, Seat Depth 19.5 inch, Seat Height 18.5-22.5 inch, Armrest Height 27.5-31.5 inch <br /> <br> Package Include: 1 * Chair <br /> <br> Colors for Selection: Black,Orange, Blue, Red <br /> <br> There might be slightly difference in color, because of the computer monitor settings.<br /> <br> With the difference in the measurement method, please allow 1-3 cm in size deviation.<br />']",JinQi,"May 26, 2016",
2035,B01G7LB2LQ,HOMCOM High Back Executive Swivel Office Chair w/Footrest - Black,"['This all-day office chair from HomCom is designed to get you through your workday with ease. It handles every task that comes your way, from answering emails to writing reports, all while providing 24/7 comfort and style. Fully customizable features include a 360 degree swivel function, adjustable seat, adjustable armrest height and a reclining backrest. There\'s a hide-away footrest for added comfort and 5 wheels for smooth-rolling movement. The soft, PU leather upholstery is water-resistant with ample padding. Don\'t let uncomfortable seating interfere with your workplace experience. Increase your productivity with a chair that\'s build with extended use in mind.&nbsp;&nbsp; <br> <br> <b>Features:</b><br> - Designed to provide a comfortable experience for those who work at their desks for extended periods of time<br> - Fully customizable features include a 360 degree swivel function, adjustable seat height, adjustable armrest height and a reclining backrest<br> - Hide-away footrest for unparalleled comfort and convenience<br> - Soft, PU leather upholstery with water-resistance and ample padding <br> - 5 smooth-rolling wheels for quick and easy movement<br> <br> <b>Specifications:</b><br> - Color: Black<br> - Material: PU and PVC Leather, Foam, Metal<br> - Net Weight: 46 lbs.<br> - Weight Capacity: 265 lbs.<br> - Upright Dimensions: 25.75""L x 23""W x 44.5""-48.25""H<br> - Reclining Dimensions: 56""L x 25.5W x 40.5""-44.25""H<br> - Backrest Dimensions: 19""W x 28""H x 4""T<br> - Seat Surface: 20.5""L x 20""W x 3.75""T<br> - Footrest Dimensions: 15""L x 10""W x 3.75""T<br> - Seat Surface Adjustable Height: 19""-2.5"" <br> - Armrest Adjustable Height: 27""-31"" <br> - Extended Footrest Length: 17.75""<br> - Seat Height: 14""-17.75""']",HOMCOM,"May 26, 2016",
2036,B01G7R7CI2,HomCom High Back PU Leather Executive Reclining Office Chair with Footrest - Brown,"['Work can be stressful. You deserve a break. The HomCom High Back PU Leather Executive Reclining Office Chair with Footrest lets you do your office tasks in a reclined and relaxed manner. With a 0-180 degree adjustable backrest, 360 degree swivel function, adjustable seat and stable height, a retractable footrest and dual castors for smooth movement, it\'s got everything you need to get comfortable and stay productive. Here at HomCom we may not be able to lessen down your workload, but we are able to make your workday more enjoyable.<br> <br> <b>Features:</b><br> - High-back executive reclining office chair in a stylish and modern design<br> - Padded PU leather upholstery throughout for extra comfort and support<br> - Retractable footrest folds away neatly when not in use<br> - 0-180 degree adjustable backrest<br> - 360 degree swivel function<br> - Adjustable seat and stable height<br> - Easy rolling casters for smooth movement<br> <br> <b>Specifications:</b><br> - Color: Brown<br> - Materials: PU, PVC, PP, Metal, Wood, Foam<br> - Upright Dimensions: 24""L x 26""W x 46.75""- 50""H<br> - Reclined Dimensions: 69.5""L x 26""W x 30.5""- 33.5""H<br> - Backrest Dimensions: 19""W x 28.5""H x 6""T<br> - Seat Surface Dimensions: 20""W x 21""D x 4""T<br> - Footrest Dimensions: 15""L x 9""W x 2""T<br> - Seat Surface Adjustable Height: 22""-25""<br> - Armrest Height: 26.75""-30""<br> - Footrest Length: 16.5""<br> - Net Weight: 58lbs<br> - Weight Capacity: 265lbs']",HOMCOM,"May 26, 2016",
2037,B01G8FEJ02,"Topeakmart High-Back Swivel Mesh Office Chair, Black","['Topeakmart Swivel Faux Leather Computer Chair is very comfortable, attractive and supportive, and includes a breathable black mesh fabric seat. This chair features an adjustable tension control and tilt mechanism and comfortable arm rests. There is a 360 degree swivel for this chair, and adjustable height from 15.4"" to 19.5"". Weight capacity is 330 lbs.<br/><br/>Color: Black <br/><br/>Package included:<br/>1 x Mesh Computer Chair<br/>1 x Instruction']",Topeakmart,"May 27, 2016",
2038,B01G92O4AY,HOMCOM Race Car Style High Back PU Leather Reclining Office Chair with Footrest - Blue and Black,"[""Kick comfort into high gear with the HomCom Race Car Style High Back PU Leather Reclining Office Chair with Footrest. It allows you to get comfortable and stay productive for the best of both worlds. With a 0-180 degree adjustable backrest, 360 degree swivel function, adjustable seat and armrest height, retractable footrest and a sturdy metal base with smooth rolling castors, it's got everything you need to get comfortable and stay productive. Here at HomCom we may not be able to lessen your workload, but we are able to make your workday more enjoyable.<br><br>Features:<br>- High-back race car reclining office chair in a stylish and modern design<br>- Padded PU leather upholstery throughout for extra comfort and support <br>- Retractable footrest folds away neatly when not in use<br>- 0-180 degree adjustable backrest<br>- 360 degree swivel function<br>- Adjustable seat and armrest height <br>- Sturdy metal base with smooth rolling castors<br><br>Specifications:<br>- Color: Blue and Black<br>- Materials: PU, PVC, PP, Metal, Cloth, Foam<br>- Upright Dimensions: 24&quot;L x 26.5&quot;W x 46&quot;- 49&quot;&quot;H<br>- Reclined Dimensions: 69.5&quot;L x 26.5&quot;W x 23&quot;- 26&quot;H<br>- Backrest Dimensions: 21&quot;W x 30.25&quot;H x 3.75&quot;Thick<br>- Seat Surface Dimensions: 19&quot;W x 19&quot;D x 3&quot;Thick<br>- Footrest Dimensions: 14.5&quot;L x 9.5&quot;W x 3.25&quot;Thick<br>- Seat Surface Adjustable Height: 19&quot;- 22&quot; <br>- Armrest Height Adjustment: 26&quot;- 29&quot;<br>- Footrest Length: 14.5&quot;<br>- Overall Height Adjustment: 46&quot;- 48&quot;<br>- Net Weight: 44lbs<br>- Weight Capacity: 265lbs""]",HOMCOM,"May 27, 2016",
2039,B01GF6D5T0,"SLEEKFORM Ergonomic Kneeling Chair, Adjustable Stool For Home and Office - Thick Comfortable Cushions",[],Sleekform,,
2040,B01GOO7VHU,"Samsonite Furniture 49754-2901 2200 Series Folding Chairs, 32&quot;, White",['Deep radius back is contoured for comfort. Can be stacked 60 chairs high to pass through a standard doorway. Frame finish is powder-coated for resistance to scratching and wear. The seat and back are made from Polypropylene for durability and easy maintenance. Reverse double-riveted cross-brace on rear legs helps stabilize chair on most surfaces.<br>Features:<br>20 gauge annealed tempered steel<br>Certified up to 300 lbs.<br>Non-marring leg caps<br>Each chair weighs less than 7 lbs.'],Samsonite Furniture,"April 19, 2016",$42.61
2041,B01GRMEBTK,Mecor PU Leather Heated Office Chair-6 Vibration Massage Ergonomic Vibrating/Executive Computer Chair-Adjustable Height &amp; 360 Degree Swivel (Black&amp;Blue),[],mexor,"June 8, 2016",$21.29
2042,B01GRMMUSO,"Mecor Office Massage Chair Computer chair , PU Race Car Style",[],Mecor,"June 8, 2016",$21.30
2043,B01GRMWUP2,Mecor Massage Office Chair Race Car Style PU Leather Computer Chair Ergonomic (Black&amp;White),[],Mecor,"June 8, 2016",$21.30
2044,B01GRNC50Q,"Zuo Avenue Office Chair, Vintage Coffee","['Relax in lavish comfort as the Avenue Office chair becomes the new design classic; featuring adjustable height, plush button tufted details to fully upholstered inside seat and back. Accents in chrome to outside edge and sturdy star base make for a stunning addition to home or office. Color options are Vintage Coffee or Vintage Gray leatherette.']",Zuo,"June 8, 2016",$55.99
2045,B01GS4DVWK,"Active Collection FWS-1000-BK Pivot Stand-up Leaning Seat , Matte Black","['Pivot Seats weighted base is built with active stability to leverage your center of gravity to support multidirectional use. Seat\'s Rubber Octogrip Overmold (grips on bottom of base) provides full range of motion while maintaining control. Seat supports leaning posture that encourages a hip-to-torso range of 130 to 135 degrees, which provides less pressure on your spine and connecting muscles when compared to standing. Seat pan is positioned forward to help promote an open hip angle that may help engage the core muscles. Pivoting seat leg empowers you to move 360 degrees and supports an active working environment. Tri-Flex Seat Cushion has built-in sitz bone contours and a waterfall edge for plush support and may help to reduce pressure points. Easy-adjust piston-release handles raise and lower the seat, encouraging a range of postures from active sitting to leaning. Seat pairs with any standing desk or table, and is rated up to 300 lbs. Seat is height adjustable from 26"" to 35 1/2""H. Pair with the Stabilizing Foot Rest Model FFR-1000 (sold separately). Designed by Martin Keen.']",Focal,"March 10, 2016",$28.39
2046,B01GTBML3M,Merax Ergonomic High Back Computer Office Racing Style Gaming Chair (Red and Black),"[""We always offer the best products for our customers!</b><br><br> <b>Product Specifications</b> <br> Dimensions:(DxWxH): 24x27.5x(47-49)inches <br>\x7f Back size: 30x 21 inches <br> Seat size: 2121 inches <br> Adjustable seat height: 17-19 inches <br> Item Weight: 45 pounds <br> Weght capacity: 225 LBS<br><br> <b>Notice: </b> <br> Items may slightly differ from photo in terms of color due to the lighting or your monitor's display.<br> Measurement error may exist due to manual measurement.<br> Contact us when meeting difficulties on installation or any other problems, and your email will be replied within 24 hours. <br><br>""]",Merax,"June 9, 2016",
2047,B01GTDOUG6,Merax Ergonomic Series Lunch Break Office Reclining Mesh Chair (Black),"[""This Merax Ergonomic Series Office Reclining Mesh Chair is a must-have for people who spend long time at office.<br>Adjustable headrest and armrests,tilt locking mechanism, special SU-shaped backrest design and ergonomic lumbar support, all these features make long time working much more easier.<br> You will fall in love with this chair!<br><br> Details: <br><br> Seat height:15.5-19 inches<br> Item demensions: 24(W)x 24(L)x44-47.5(H) inches<br> Seat size: 20(W) x 19(D)<br> inchesShipping weight: 41 pounds<br> Packing size: 30x26x15 inches<br><br> Our Merax Ergonomic Series Office Reclining Mesh Chair is both attractive in price and quality.We always select the best products for our customers! <br><br> <br> We will replace any defective parts or repair any product free of charge. This is non-transferable.<br><br> Weight capacity: 225lbs <br> <br> Notice: <br> Items may slightly differ from photo in terms of color due to the lighting or your monitor's display.<br> Measurement error may exist due to manual measurement.<br> Contact us when meeting difficulties on installation or any other problems, and your email will be replied within 24 hours.""]",Merax,"June 9, 2016",
2048,B01GY79RIS,Anji Modern Funiture Mid Back Fabric Office Task Desk Computer Chair with Adjustable Backrest Height&amp;Angle and Seat,"[""The AMF-1004-GR work smart multi function ergonomic computer office chair with ratchet back.  Work is hard and our work smart task chair has everything it needs to perform. The work smart is perfect for any office setting and looks neat and professional. It's available with grey upholstery and features built-in lumbar support, armrests and pneumatic seat height adjustment so you can easily set this chair to support a healthy posture. The high-quality foam provides a firm and comfortable feeling all day long. You can adjust the work smart to fit your body and your work style. The ratchet back allows you to choose the height of the backrest with just the press of a lever and you can select the angle of the seat and back with the tilt tension adjustment knob to accommodate any preference. The heavy-duty pneumatic seat height adjustment will allow you to set the height and maintain a healthy posture throughout the day. The mechanisms of this product need no maintenance. Clean spots and spills by blotting up excess moisture and cleaning with a mild detergent and clear water.""]",Anji Modern Furniture,"June 12, 2016",
2049,B01GYFONN4,Anji Modern Furniture Home and Office Mesh Back Kids Desk Chair,"[""Anji Modern Furniture, the professional office furniture supplier, now provides a great variety of excellent office chairs including ergonomic desk chair, task chair, executive and managerial chair and more. With the combination of global intelligence, high quality material, reliable performance and world class ergonomic design, Anji Modern Furniture keeps bringing best sitting experience to customers all over the world all Anji Modern Furniture office chairs have passed the testing standards for all applicable features. Material: Mesh, foam, fabric, metal, plywood, nylon amf-8001-pk, perfect desk chair for the kids to study and relax. Sitting long time won't let you have the feeling of tiredness. This task chair will be a welcome and personal addition for any home office or home study area. Follow the step-by-step instructions, it is easy for you to assemble.""]",Anji Modern Furniture,"June 16, 2016",
2050,B01GYFYMVW,"Anji Modern Furniture Mid-Back Swivel Mesh Seat Computer Lumbar Support Task Chair, Height Adjustable, 8075-BK","['All Anji Modern Furniture office chairs have passed the BIFMA testing standards for all applicable features. The AMF-8075-BK task chair is available in an attractive black shade. Upholstered with high-quality mesh fabric, this mid-back task chair adds a fresh look to your workspace. Its pneumatic seat height adjustment feature lets you regulate the seat height to achieve a good sitting position. This task chair will perfectly provide you have an extremely comfortable during busy working days and also add a contemporary touch to your office or house. It has an ergonomic back design, cushioned seat and a swivel design that makes it stylish yet comfortable.']",Anji Modern Furniture,"June 12, 2016",
2051,B01GYG64O4,Anji Ergonomic Adjustable Mid Back Mesh Office Desk Chair with Lumbar Support and Arms,"['AMF-8002-BK combines style, functionality and ergonomic comfort in its simple design. The back is made of polyester and polyelastomer, is breathable, comfortable and provides solid back support. Available with multiple arm and control options, AMF-8002-BK is versatile for use in task, conference and executive settings at a surprisingly affordable price.']",Anji Modern Furniture,"June 12, 2016",
2052,B01GYGFXJQ,"Anji Modern Furniture 8018-BK Fully Adjustable Mesh Office Computer Chair with Adjustable Lumbar Support, Armrests, Headrest and Multi-Position Recline Control, Black Wheels","[""Amf-8018-bk, breathable, adjustable in nearly every way and supportive, this chair has all the features you would expect from a high-end, luxury office chair, at a fraction of the price. All black with chrome accents, the simple color scheme fits in with nearly any office or work environment. The high-quality mesh back is flexible yet supportive and is reinforced with an extra brace. It comes with a heavy-duty plastic base with chrome accents. Built for a full range of motion, this chair has a 360-degree swivel rotation and five double-wheeled, hooded casters. The wheels are made of sturdy, durable polyurethane and are safe for use on hardwood floors. Designed with your comfort in mind, as well, this chair has an extra thick seat cushion that is perfectly molded for a great fit. Both the headrests and armrests are also padded, so you can work at your desk for long hours without straining your neck or arms. The reinforced and curved seat back gives you extra lumbar support. The armrests raise and lower to the perfect height for typing with ease. The seat height easily adjusts to any user or work surface. An adjustable, curved headrest ensures your neck and head will be supported. The chair also reclines when you're ready to relax or when you just need to change the angle of your chair slightly.""]",Anji Modern Furniture,"June 12, 2016",
2053,B01GYGPJUO,"Anji Mid Back Kids Office Desk Chair with Arms and Chrome Base, Black","[""Anji modern furniture, the professional office furniture supplier, now provides a great variety of excellent office chairs including ergonomic desk chair, task chair, executive and managerial chair and more. With the combination of global intelligence, high quality material, reliable performance and world class ergonomic design, Anji modern furniture keeps bringing best sitting experience to customers all over the world all Anji modern furniture office chairs have passed the testing standards for all applicable features. Amf-8007-fl, perfect mid back desk chair for the kids to study and relax. Sitting long time won't let you have the feeling of tiredness. This task chair will be a welcome and personal addition for any home office or home study area. Follow the step-by-step instructions, it is easy for you to assemble.""]",Anji Modern Furniture,"June 12, 2016",
2054,B01GYHKJX0,Anji Mid Back Adjustable Armless Computer Office Desk Chair Mesh Black,"['Amf-8009-bk keep you comfortable and stable all day. The pneumatic gas lift can be easily and effectively adjusted to the right height for you. 360 degree swivel wheel is much more flexible in the working space. Limited weight, up to 200 lbs., which allows you have comfortable and safe experience during busy working days. Seat size:L16.9*w16.1*t2.0 inches back size:H23.0*w17.1*t0.6 inches.']",Anji Modern Furniture,"June 12, 2016",$8.44
2055,B01GYHTIDW,Anji Mid Back Black Leather Home Office Desk Chair with Arms,"['Anji Modern Furniture ,the professional office furniture supplier, now provides a great variety of excellent office chairs including ergonomic desk chair, task chair, executive & managerial chair, and more. With the combination of global intelligence, high quality material, reliable performance, and world class ergonomic design, Anji Modern Furniture keeps bringing best sitting experience to customers all over the world all Anji Modern Furniture office chairs have passed the bifma testing standards for all applicable features..Amf-8039-bk will keep you comfortable and stable all day. The pneumatic gas lift can be easily and effectively adjusted to the right height for you. 360 degree swivel wheel is much more flexible in the working space. Limited weight, up to 130 lbs., which allows you have comfortable and safe experience during busy working days.']",Anji Modern Furniture,"June 12, 2016",$8.43
2056,B01GYI1QY0,Anji Modern Furniture Modern Ergonomic Mesh Medium Back Executive Computer Desk Task Office Chair (8010-BK),"['Anji Mordern Furniture, the professional office furniture supplier, now provides a great variety of excellent office chairs including ergonomic desk chair, task chair, executive and managerial chair and more. With the combination of global intelligence, high quality material, reliable performance and world class ergonomic design, anji mordern funiture keeps bringing best sitting experience to customers all over the world. All Anji Mordern Furniture office chairs have passed the biFMa testing standards for all applicable features. No matter wherever you are, amf8010bk will keep you comfortable and stable all day. The pneumatic gas lift can be easily and effectively adjustedto the right height for you. 360 Degree swivel wheel is much more flexible in the working space. Limited weight, up to 200 lbs, which allows you have comfortable and safe experience during busy working days.']",Anji Modern Furniture,"June 12, 2016",
2057,B01GYIH1XU,Anji Mid Back Armless Leather Computer Office Desk Chair,"['Quality padding for the back and seat which allow for long sessions of gaming or work without back pains<br>Perfect for your home, office, college dorm room, wherever you play hard or work hard<br>Ergonomic design for gaming or work sessions<br>The features height adjustment as well as 360 degree swivel rotation<br>The chair is made out of PU leather that is both comfortable and easy to clean<br> It is comfortable and offers a high back that molds and supports your spine. It also provides a strong and relaxing support for those long hours at work<br><br><b>SPECIFICATIONS:</b><br> Color: Brown<br> Product weight: 20 lbs.<br> Weight Limit: 200 lbs.<br> Adjustable height from 16.1"" to 20.9""<br> Seat Dimensions:18.1""L x 16.9""W x 2.8""T<br> Back Dimensions: 23.2""H x 16.9""W x 0.8""T<br><br><b>PLEASE NOTE:</b> Our digital images are as accurate as possible. However, different monitors may cause colors to vary slightly.<br> Some of our items are handcrafted and/or hand finished. Color can vary and slight imperfections in the metal work are normal and considered evidence of the hand-finishing process, which adds character and authenticity to those items.']",Anji Modern Furniture,"October 22, 2016",$14.20
2058,B01GYJ52BW,Anji Mid Back Adjustable Armless Computer Office Desk Chair Mesh Black,"['Amf-8009-bk keep you comfortable and stable all day. The pneumatic gas lift can be easily and effectively adjusted to the right height for you. 360 degree swivel wheel is much more flexible in the working space. Limited weight, up to 200 lbs., which allows you have comfortable and safe experience during busy working days. Seat size:L16.9*w16.1*t2.0 inches back size:H23.0*w17.1*t0.6 inches.']",Anji Modern Furniture,"June 12, 2016",$8.44
2059,B01GZD9GQY,Anji Modern High Back Ergonomic Mesh Computer Desk Office Chair with Lumbar Support and Headrest,"[""AMF-8032, keep cool and collected throughout your workday with the technical mesh office chair. Featuring adjustable lumbar support, headrest and customizable seat positioning, the ergonomic design of the technical will provide hours of comfortable seating. When the adjustable arms, height and tilt are set, you'll find that this chair fits you like a glove. It's a AMF product, so you know each chair is made with high-quality materials and workmanship. The technical mesh executive task chair has an adjustable headrest that supports your head, reducing neck strain. Our adjustable lumbar support can be set to the exact amount of support you need to keep you comfortable all day. The technical has a high mesh back to give your shoulders the support they need to keep you comfortable all day long. The mechanisms of this product need no maintenance. Clean spots and spills by blotting up excess moisture and cleaning with a mild detergent and clear water.""]",Anji Modern Furniture,"June 13, 2016",
2060,B01GZDSLQA,Anji Mid Back Ergonomic Mesh Office Desk Chair with Adjustable Armrest and Back Support.,"['Anji Modern Furniture office chairs have passed the BIFMA testing standards for all applicable features. AMF-8097, offering superior comfort, the corvair mid-back task chair combines contemporary design with ergonomic features like an adjustable lumbar support and breathable mesh back. It cushions and supports your body, keeping you energized while you tackle the tasks at hand. Ideal for a home or professional office setting, it has an upholstered seat and up-to-date styling. The padded arms and seat are adjustable so you can sit comfortably all day long and leave work feeling refreshed. Like all AMF products, the corvair is carefully constructed using only high-quality materials. The corvair has a sturdy metal foot and the pneumatic seat height adjustment has adjustable tilt tension control that lets you recline at a 140 degree angle and still supports your thighs and knees. Dial in the amount of back support you need with the adjustable lumbar support in the ergonomically-designed mesh back. The mechanisms of this product need no maintenance. Clean spots and spills by blotting up excess moisture and cleaning with a mild detergent and clear water.']",Anji Modern Furniture,"June 13, 2016",$14.20
2061,B01GZE5V80,Modern High Back Ergonomic Mesh Back Computer Desk Office Chair with Headrest and Lumbar Support Black,['<b>Feature</b><br> Ergonomic Executive Office Chair<br> High Back Design<br> Fabric and Mesh Back Material<br> Built-In Lumbar Support<br> Tilt Lock Mechanism<br> Tilt Tension Adjustment Knob<br> Fabric Upholstered Seat<br> Swivel Seat<br> Pneumatic Seat Height Adjustment<br> Heavy Duty Chrome Base<br> Dual Nylon Wheel Casters<br> CA117 Fire Retardant Foam<br><br> Overall size(H*W*D):W24.4*D24.8*H46.5-50.4 inches<br> Back Size(H*W*T):H31.5*W19.7*T2.0 inches<br> Seat size(D*W*T):D19.7*W19.3*T3.5 inches<br> Seat height(Lowest-Hightest):Lowest 18.9-Hightest 22.8 inches'],Anji Modern Furniture,"June 13, 2016",
2062,B01GZE5V94,"Anji High Back Ergonomic Mesh Office Chair with Padded Fabric Ajustable Seat, Tilt Tension, Headrest, Arms, Computer Desk Chair, Grey","['ANJI MORDERN FURNITURE ,the professional office furniture supplier, now provides a great variety of excellent office chairs including ergonomic desk chair, task chair, executive & managerial chair, and more. With the combination of global intelligence, high quality material, reliable performance, and world class ergonomic design, ANJI MORDERN FUNITURE keeps bringing best sitting experience to customers all over the world! All ANJI MORDERN FURNITURE office chairs have passed the BIFMA testing standards for all applicable features This Executive Office Chair AMF-8045 that is ergonomically designed to provide comfort while working. Furnished with high-quality fabric upholstery and sponge filling, this high-back executive chair adds a fresh look to your workspace. Its seat height adjustment mechanism regulates the chair height and provides a balanced support to lower back. You can change the back angle with the help of the back tilt mechanism that enables you to recline while reading or working. The chair offers optimum comfort with the lumbar support that fits your spine curve.']",Anji Modern Furniture,"June 13, 2016",$14.20
2063,B01H0APEJO,"Meelano 310-BLK M310 Office Chair, One Size, Black","['Find Comfort, Support, and Adjustability in this Executive-Grade, Genuine Leather Chair from Meelano Whether you value style, comfort, or lasting support in your office or home desk chair, theres nothing quite like the Meelano M310 Leather Executive Office Chair. Designed with a thick, cushioned seat, supportive lumbar backing, cushioned arms, adjustable height, and caster wheels to let you move and shift comfortably, it provides all the features you need and all the comfort you deserve. Product Details:  Executive Office Chair (Reclines)  Genuine Aniline Leather  Cushioned Foam Seating and Arms  Adjustable Height  Rolling Caster Wheels  Variety of Modern Colors: Black, Brown, Grey, Soft White, Navy Blue, Caf Noir, and White  Easy to Clean and Maintain  Cast Aluminum Frame  Polished Aluminum, Gold, or Rose Gold Finishes  Weight Capacity: 380 lbs.']",Meelano,"June 13, 2016",$55.99
2064,B01H0APFIE,"Meelano 360-BLK Office Chair In Vegan Leather, Black","['Your coworkers would describe you as a lover of the sleek and stylish. Your ethos: less is more. Thats why the M360 office chair is the perfect match for you. It features all the essentials  a gas-lift mechanism, ergonomic seat and smooth-rolling castors  in neat package. The shiny chrome armrests and frame complement the vegan leather upholstery, available in classic black or elegant gray.']",Meelano,"June 13, 2016",
